"MeanDecreaseGini","genes"
0,"hsa.mir.6724.1"
0,"hsa.mir.6724.2"
0,"hsa.mir.6724.3"
0,"hsa.mir.6724.4"
0.191868925877455,"hsa.mir.6726"
0.01,"hsa.mir.6727"
0.015,"hsa.mir.6728"
0.0166666666666667,"hsa.mir.6729"
0.0814100392361262,"hsa.mir.6730"
0.035318957771788,"hsa.mir.6731"
0.0371914098972923,"hsa.mir.6732"
0.01,"hsa.mir.6733"
0.0711111111111111,"hsa.mir.6734"
0.0339846153846154,"hsa.mir.6735"
0.033469696969697,"hsa.mir.6736"
0,"hsa.mir.6737"
0.00471830985915489,"hsa.mir.6738"
0.0594300826446282,"hsa.mir.6739"
0.136660220720529,"hsa.mir.6740"
0.052707938613111,"hsa.mir.6741"
0,"hsa.mir.6742"
0,"hsa.mir.6743"
0.102518290121426,"hsa.mir.6744"
0.065845942145641,"hsa.mir.6745"
0.0697159845967986,"hsa.mir.6746"
0.0496363636363636,"hsa.mir.6747"
0.0681262939958591,"hsa.mir.6748"
0.0223333333333333,"hsa.mir.6749"
0.470571764893513,"hsa.mir.675"
0.0486994660564454,"hsa.mir.6750"
0.0463440271440272,"hsa.mir.6751"
0.0393861003861004,"hsa.mir.6752"
0.0116582597730139,"hsa.mir.6753"
0.016,"hsa.mir.6754"
0.160393939393939,"hsa.mir.6755"
0.0517460317460317,"hsa.mir.6756"
0.0822832253141683,"hsa.mir.6757"
0.0803851674641148,"hsa.mir.6758"
0,"hsa.mir.6759"
0.032,"hsa.mir.676"
0,"hsa.mir.6760"
0.0696816563536066,"hsa.mir.6761"
0.0133333333333333,"hsa.mir.6762"
0,"hsa.mir.6763"
0.015,"hsa.mir.6764"
0,"hsa.mir.6765"
0.119651218062983,"hsa.mir.6766"
0,"hsa.mir.6767"
0,"hsa.mir.6768"
0.06806415450531,"hsa.mir.6769a"
0.00633333333333333,"hsa.mir.6769b"
0,"hsa.mir.6770.1"
0,"hsa.mir.6770.2"
0,"hsa.mir.6770.3"
0.0192584724957231,"hsa.mir.6771"
0.0595089515004769,"hsa.mir.6772"
0,"hsa.mir.6773"
0.0906428571428572,"hsa.mir.6774"
0.00856160100062539,"hsa.mir.6775"
0,"hsa.mir.6776"
0.0816846138371847,"hsa.mir.6777"
0.0534046531854751,"hsa.mir.6778"
0.042,"hsa.mir.6779"
0,"hsa.mir.6780a"
0.0266666666666667,"hsa.mir.6780b"
0.129413175505952,"hsa.mir.6781"
0.0841807145066503,"hsa.mir.6782"
0.267203326877918,"hsa.mir.6783"
0.033957033957034,"hsa.mir.6784"
0,"hsa.mir.6785"
0,"hsa.mir.6786"
0,"hsa.mir.6787"
0.0451282051282051,"hsa.mir.6788"
0,"hsa.mir.6789"
0.0197368421052631,"hsa.mir.6790"
0.0172100840336134,"hsa.mir.6791"
0,"hsa.mir.6792"
0.0719556650246305,"hsa.mir.6793"
0.0427151162790697,"hsa.mir.6794"
0.0568820101876172,"hsa.mir.6795"
0,"hsa.mir.6796"
0.178315949573302,"hsa.mir.6797"
0.168553936061876,"hsa.mir.6798"
0.0332309299895507,"hsa.mir.6799"
0,"hsa.mir.6800"
0.0133333333333333,"hsa.mir.6801"
0.0927380952380952,"hsa.mir.6802"
0.0367278089979952,"hsa.mir.6803"
0.0626037735849057,"hsa.mir.6804"
0.0562584741761873,"hsa.mir.6805"
0.226677524302288,"hsa.mir.6806"
0,"hsa.mir.6807"
0.514120524193329,"hsa.mir.6808"
0,"hsa.mir.6809"
0.0612696745614975,"hsa.mir.6810"
0.0182568989477863,"hsa.mir.6811"
0.146389254985065,"hsa.mir.6812"
0.146307893582915,"hsa.mir.6813"
0,"hsa.mir.6814"
0.0585714285714286,"hsa.mir.6815"
0.0133333333333333,"hsa.mir.6816"
0.00322666666666663,"hsa.mir.6817"
0.092661023187339,"hsa.mir.6818"
0.0384915757726932,"hsa.mir.6819"
0.119493506493506,"hsa.mir.6820"
0.0378608465608465,"hsa.mir.6821"
0.03,"hsa.mir.6822"
0,"hsa.mir.6823"
0.0338593859385938,"hsa.mir.6824"
0.0315442099740794,"hsa.mir.6825"
0.0528937728937729,"hsa.mir.6826"
0.0748916733036378,"hsa.mir.6827"
0.128393631585967,"hsa.mir.6828"
0.0515013608127481,"hsa.mir.6829"
0,"hsa.mir.6830"
0,"hsa.mir.6831"
0.0341666666666667,"hsa.mir.6832"
0.0315282392026578,"hsa.mir.6833"
0.062156862745098,"hsa.mir.6834"
0,"hsa.mir.6835"
0.0375884904569115,"hsa.mir.6836"
0.07,"hsa.mir.6837"
0.154501926714608,"hsa.mir.6838"
0.015,"hsa.mir.6839"
0.0331451612903226,"hsa.mir.6840"
0,"hsa.mir.6841"
0.1302719605784,"hsa.mir.6842"
0.132554370968857,"hsa.mir.6843"
0.0931397095811952,"hsa.mir.6844"
0.0355799657228226,"hsa.mir.6845"
0.0353308823529412,"hsa.mir.6846"
0.156535178786626,"hsa.mir.6847"
0,"hsa.mir.6848"
0.0192340992340992,"hsa.mir.6849"
0.0423134159339196,"hsa.mir.6850"
0.0169005847953216,"hsa.mir.6851"
0.0371187739463605,"hsa.mir.6852"
0.0311111111111111,"hsa.mir.6853"
0.224792814396272,"hsa.mir.6854"
0.0585714285714286,"hsa.mir.6855"
0.0100611692096694,"hsa.mir.6856"
0,"hsa.mir.6857"
0.00158008658008669,"hsa.mir.6858"
0,"hsa.mir.6859.1"
0,"hsa.mir.6859.2"
0,"hsa.mir.6859.3"
0,"hsa.mir.6859.4"
0.133742559105029,"hsa.mir.6860"
0.100123877085716,"hsa.mir.6861"
0,"hsa.mir.6862.1"
0.0565805124888317,"hsa.mir.6862.2"
0,"hsa.mir.6863"
0,"hsa.mir.6864"
0,"hsa.mir.6865"
0,"hsa.mir.6866"
0.0184573412698413,"hsa.mir.6867"
0.504050018059214,"hsa.mir.6868"
0,"hsa.mir.6869"
0.032089745380068,"hsa.mir.6870"
0,"hsa.mir.6871"
0.0613468013468014,"hsa.mir.6872"
0,"hsa.mir.6873"
0.150551334611386,"hsa.mir.6874"
0.152765414630472,"hsa.mir.6875"
0.0709516194421641,"hsa.mir.6876"
0.105294117647059,"hsa.mir.6877"
0,"hsa.mir.6878"
0.0178238607270865,"hsa.mir.6879"
0.0630017825311943,"hsa.mir.6880"
0,"hsa.mir.6881"
0.0193939393939394,"hsa.mir.6882"
0,"hsa.mir.6883"
0.0706666666666666,"hsa.mir.6884"
0.0342516806864634,"hsa.mir.6885"
0,"hsa.mir.6886"
0.0941548293257432,"hsa.mir.6887"
0.0229186602870813,"hsa.mir.6888"
0.00953373015873012,"hsa.mir.6889"
0.0466578947368421,"hsa.mir.6890"
0.248410634488362,"hsa.mir.6891"
0.115869047619048,"hsa.mir.6892"
0,"hsa.mir.6893"
0.0426056255902883,"hsa.mir.6894"
0.0316205533596838,"hsa.mir.6895"
0.225879181652739,"hsa.mir.7.1"
0.457247640825676,"hsa.mir.7.2"
0.410129701426163,"hsa.mir.7.3"
0.30733319218368,"hsa.mir.708"
0.0218775847808106,"hsa.mir.7106"
0,"hsa.mir.7107"
0,"hsa.mir.7108"
0.0779834881320949,"hsa.mir.7109"
0,"hsa.mir.711"
0.11445337159254,"hsa.mir.7110"
0,"hsa.mir.7111"
0.0389333333333333,"hsa.mir.7112"
0.0213333333333333,"hsa.mir.7113"
0.0462505753475099,"hsa.mir.7114"
0,"hsa.mir.7150"
0.00958333333333336,"hsa.mir.7151"
0.0293333333333333,"hsa.mir.7152"
0,"hsa.mir.7153"
0,"hsa.mir.7154"
0.191321089815284,"hsa.mir.7155"
0.126774891774892,"hsa.mir.7156"
0,"hsa.mir.7157"
0.047094206103494,"hsa.mir.7158"
0,"hsa.mir.7159"
0,"hsa.mir.7160"
0.10822134603505,"hsa.mir.7161"
0,"hsa.mir.7162"
0.110966287120408,"hsa.mir.718"
0.924279140423287,"hsa.mir.744"
0,"hsa.mir.7515"
0.0999856156169087,"hsa.mir.758"
0,"hsa.mir.759"
0.221387155885288,"hsa.mir.760"
0.015,"hsa.mir.761"
0,"hsa.mir.762"
0,"hsa.mir.764"
0.107643127752318,"hsa.mir.7641.1"
0.150455599242054,"hsa.mir.7641.2"
0.0444397283531409,"hsa.mir.765"
0.642096710945011,"hsa.mir.766"
0.0404761904761905,"hsa.mir.767"
0.217423089086751,"hsa.mir.769"
0.0935121107449189,"hsa.mir.770"
0.125649326476101,"hsa.mir.7702"
0,"hsa.mir.7703"
0.015,"hsa.mir.7704"
0.0942797922847089,"hsa.mir.7705"
0.414515823808658,"hsa.mir.7706"
0.0175,"hsa.mir.7843"
0.0801933754335716,"hsa.mir.7844"
0.0937756671189507,"hsa.mir.7845"
0.0186666666666667,"hsa.mir.7846"
0,"hsa.mir.7847"
0.0166666666666667,"hsa.mir.7848"
0.0266666666666667,"hsa.mir.7849"
0.01,"hsa.mir.7850"
0,"hsa.mir.7851"
0,"hsa.mir.7852"
0,"hsa.mir.7853"
0.130850436074308,"hsa.mir.7854"
0,"hsa.mir.7855"
0.0948800612595619,"hsa.mir.7856"
0.0742061704993296,"hsa.mir.7973.1"
0.0243356643356643,"hsa.mir.7973.2"
0.0556588077219053,"hsa.mir.7974"
0,"hsa.mir.7975"
0,"hsa.mir.7976"
0.00590994682061762,"hsa.mir.7977"
0.0186666666666667,"hsa.mir.7978"
0,"hsa.mir.802"
0,"hsa.mir.8052"
0,"hsa.mir.8053"
0,"hsa.mir.8054"
0,"hsa.mir.8055"
0,"hsa.mir.8056"
0,"hsa.mir.8057"
0,"hsa.mir.8058"
0.015,"hsa.mir.8059"
0,"hsa.mir.8060"
0,"hsa.mir.8061"
0,"hsa.mir.8062"
0,"hsa.mir.8063"
0,"hsa.mir.8064"
0,"hsa.mir.8065"
0,"hsa.mir.8066"
0,"hsa.mir.8067"
0,"hsa.mir.8068"
0,"hsa.mir.8069.1"
0,"hsa.mir.8069.2"
0,"hsa.mir.8070"
0,"hsa.mir.8071.1"
0,"hsa.mir.8071.2"
0.0025925925925926,"hsa.mir.8072"
0,"hsa.mir.8073"
0,"hsa.mir.8074"
0,"hsa.mir.8075"
0.0343773096821877,"hsa.mir.8076"
0,"hsa.mir.8077"
0,"hsa.mir.8078"
0.040679940916598,"hsa.mir.8079"
0,"hsa.mir.8080"
0,"hsa.mir.8081"
0,"hsa.mir.8082"
0,"hsa.mir.8083"
0,"hsa.mir.8084"
0.00883953581432571,"hsa.mir.8085"
0,"hsa.mir.8086"
0,"hsa.mir.8087"
0,"hsa.mir.8088"
0,"hsa.mir.8089"
0,"hsa.mir.8485"
0.0165441176470588,"hsa.mir.873"
0.393067135442827,"hsa.mir.874"
0.0354461538461538,"hsa.mir.875"
0.0311111111111111,"hsa.mir.876"
0.464048302003615,"hsa.mir.877"
0.0720628778054899,"hsa.mir.885"
0.375505648835587,"hsa.mir.887"
0.00980769230769226,"hsa.mir.888"
1.14693269587376,"hsa.mir.889"
0,"hsa.mir.890"
0.119015748294213,"hsa.mir.891a"
0.0217552602436327,"hsa.mir.891b"
0.0483952094955151,"hsa.mir.892a"
0,"hsa.mir.892b"
0,"hsa.mir.892c"
0.275839053326212,"hsa.mir.9.1"
0.37990325908832,"hsa.mir.9.2"
0.281391919735047,"hsa.mir.9.3"
0,"hsa.mir.920"
0,"hsa.mir.921"
0,"hsa.mir.922"
0,"hsa.mir.924"
0.391998687720334,"hsa.mir.92a.1"
0.335937819821486,"hsa.mir.92a.2"
0.496758742410149,"hsa.mir.92b"
0.763229096564126,"hsa.mir.93"
0,"hsa.mir.933"
0.204292073815976,"hsa.mir.934"
0.27429388182448,"hsa.mir.935"
0.0332040142789791,"hsa.mir.936"
0.466817729373906,"hsa.mir.937"
0,"hsa.mir.938"
0.435867083669347,"hsa.mir.939"
0.487854493093746,"hsa.mir.940"
0,"hsa.mir.941.1"
0,"hsa.mir.941.2"
0,"hsa.mir.941.3"
0,"hsa.mir.941.4"
0,"hsa.mir.941.5"
0.237867418573957,"hsa.mir.942"
0,"hsa.mir.943"
0.624263178503308,"hsa.mir.944"
0.177376448645222,"hsa.mir.95"
0,"hsa.mir.9500"
0.608864954610055,"hsa.mir.96"
0.128067781266495,"hsa.mir.98"
1.01707931949415,"hsa.mir.99a"
0.400989365223247,"hsa.mir.99b"
